date,studio,location,program,day,demand,group
2022-06-30,44717,14,training,4,10.0,training-14
2022-07-01,44717,14,training,5,11.0,training-14
2022-07-05,44717,14,training,2,14.0,training-14
2022-07-06,44717,14,training,3,16.0,training-14
2022-07-07,44717,14,training,4,16.0,training-14
2022-07-08,44717,14,training,5,20.0,training-14
2022-07-19,44717,14,training,2,22.0,training-14
2022-07-21,44717,14,training,4,22.0,training-14
2022-07-23,44717,14,training,6,0.0,training-14
2022-07-26,44717,14,training,2,21.0,training-14
2022-07-28,44717,14,training,4,22.0,training-14
2022-07-30,44717,14,training,6,22.0,training-14
2022-07-31,44717,14,training,7,22.0,training-14
2022-08-02,44717,14,training,2,22.0,training-14
2022-09-09,44717,14,training,5,12.0,training-14
2022-09-10,44717,14,training,6,12.0,training-14
2022-09-11,44717,14,training,7,12.0,training-14
2022-09-12,44717,14,training,1,13.2,training-14
2022-09-13,44717,14,training,2,16.0,training-14
2022-09-14,44717,14,training,3,14.0,training-14
2022-09-15,44717,14,training,4,16.0,training-14
2022-09-16,44717,14,training,5,16.0,training-14
2022-09-17,44717,14,training,6,20.0,training-14
2022-09-18,44717,14,training,7,18.0,training-14
2022-09-19,44717,14,training,1,20.0,training-14
2022-09-23,44717,14,training,5,22.0,training-14
2022-10-03,44717,14,training,1,22.0,training-14
2022-10-05,44717,14,training,3,22.0,training-14
2022-10-06,44717,14,training,4,22.0,training-14
2022-11-07,44717,14,training,1,10.0,training-14
2022-11-08,44717,14,training,2,10.0,training-14
2022-11-09,44717,14,training,3,10.0,training-14
2022-11-10,44717,14,training,4,13.5,training-14
2022-11-11,44717,14,training,5,12.0,training-14
2022-11-14,44717,14,training,1,18.0,training-14
2022-11-15,44717,14,training,2,14.0,training-14
2022-11-16,44717,14,training,3,21.333333333333332,training-14
2022-11-17,44717,14,training,4,20.0,training-14
2022-11-18,44717,14,training,5,21.333333333333332,training-14
2022-11-19,44717,14,training,6,22.0,training-14
2022-12-02,44717,14,training,5,10.0,training-14
2022-12-06,44717,14,training,2,10.0,training-14
2022-12-08,44717,14,training,4,12.0,training-14
2022-12-09,44717,14,training,5,13.0,training-14
2022-12-13,44717,14,training,2,14.0,training-14
2022-12-15,44717,14,training,4,20.0,training-14
2022-12-16,44717,14,training,5,20.0,training-14
2023-02-02,44717,14,training,4,10.0,training-14
2023-02-03,44717,14,training,5,10.666666666666666,training-14
2023-02-04,44717,14,training,6,12.0,training-14
2023-02-05,44717,14,training,7,12.0,training-14
2023-02-06,44717,14,training,1,14.0,training-14
2023-02-07,44717,14,training,2,14.0,training-14
2023-02-09,44717,14,training,4,20.0,training-14
2023-02-10,44717,14,training,5,18.0,training-14
2023-02-11,44717,14,training,6,20.0,training-14
2023-02-12,44717,14,training,7,20.0,training-14
2023-02-13,44717,14,training,1,20.0,training-14
2023-02-14,44717,14,training,2,20.0,training-14
2023-02-16,44717,14,training,4,20.0,training-14
2023-02-17,44717,14,training,5,21.333333333333332,training-14
2023-02-18,44717,14,training,6,22.0,training-14
2023-02-19,44717,14,training,7,22.0,training-14
2023-04-20,44717,14,training,4,10.0,training-14
2023-04-21,44717,14,training,5,12.0,training-14
2023-04-23,44717,14,training,7,12.0,training-14
2023-04-27,44717,14,training,4,14.0,training-14
2023-04-28,44717,14,training,5,16.0,training-14
2023-04-30,44717,14,training,7,20.0,training-14
2023-05-04,44717,14,training,4,20.0,training-14
2023-05-05,44717,14,training,5,20.0,training-14
2023-05-07,44717,14,training,7,20.0,training-14
2023-06-01,44717,14,training,4,10.0,training-14
2023-06-02,44717,14,training,5,11.333333333333334,training-14
2023-06-03,44717,14,training,6,12.0,training-14
2023-06-06,44717,14,training,2,12.0,training-14
2023-06-08,44717,14,training,4,17.0,training-14
2023-06-09,44717,14,training,5,17.333333333333332,training-14
2023-06-10,44717,14,training,6,16.0,training-14
2023-06-15,44717,14,training,4,20.0,training-14
2023-06-16,44717,14,training,5,18.0,training-14
2023-06-17,44717,14,training,6,20.0,training-14
2023-06-23,44717,14,training,5,20.0,training-14
2023-07-31,847299,14,training,1,24.0,training-14
2023-09-01,847299,14,training,2,26.0,training-14
2023-09-07,847299,14,training,4,26.0,training-14
2023-09-08,847299,14,training,5,26.0,training-14
2021-03-05,44717,14,foundations,5,18.0,foundations-14
2021-05-02,44717,14,foundations,7,18.0,foundations-14
2021-09-05,44717,14,foundations,7,20.0,foundations-14
2022-09-04,44717,14,foundations,7,24.0,foundations-14
2022-09-05,44717,14,foundations,1,22.0,foundations-14
2022-10-03,44717,14,foundations,1,22.0,foundations-14
2023-01-02,44717,14,foundations,1,22.0,foundations-14
2016-12-19,44717,12,fullbody,1,18.0,fullbody-12
2016-12-20,44717,12,fullbody,2,18.0,fullbody-12
2016-12-21,44717,12,fullbody,3,18.0,fullbody-12
2016-12-22,44717,12,fullbody,3,18.0,fullbody-12
2016-12-23,44717,12,fullbody,5,18.0,fullbody-12
2016-12-24,44717,12,fullbody,6,18.0,fullbody-12
2016-12-25,44717,12,fullbody,7,17.0,fullbody-12
2016-12-28,44717,12,fullbody,3,18.0,fullbody-12
2016-12-30,44717,12,fullbody,5,18.0,fullbody-12
2017-01-01,44717,12,fullbody,7,18.0,fullbody-12
2017-01-02,44717,12,fullbody,1,18.0,fullbody-12
2017-01-03,44717,12,fullbody,2,18.0,fullbody-12
2017-01-04,44717,12,fullbody,3,18.0,fullbody-12
2017-01-05,44717,12,fullbody,4,18.0,fullbody-12
2017-01-06,44717,12,fullbody,5,18.0,fullbody-12
2017-01-07,44717,12,fullbody,6,18.0,fullbody-12
2017-01-08,44717,12,fullbody,7,16.25,fullbody-12
2017-01-16,44717,12,fullbody,1,18.0,fullbody-12
2017-01-19,44717,12,fullbody,4,1.0,fullbody-12
2017-01-30,44717,12,fullbody,1,18.0,fullbody-12
2017-01-31,44717,12,fullbody,2,18.0,fullbody-12
2017-02-01,44717,12,fullbody,3,18.0,fullbody-12
2017-02-02,44717,12,fullbody,4,18.0,fullbody-12
2017-02-03,44717,12,fullbody,5,18.0,fullbody-12
2017-02-04,44717,12,fullbody,6,18.0,fullbody-12
2017-02-05,44717,12,fullbody,7,18.0,fullbody-12
2017-02-06,44717,12,fullbody,1,18.0,fullbody-12
2017-02-07,44717,12,fullbody,2,18.0,fullbody-12
2017-02-08,44717,12,fullbody,3,18.0,fullbody-12
2017-02-13,44717,12,fullbody,1,18.0,fullbody-12
2017-02-14,44717,12,fullbody,2,18.0,fullbody-12
2017-02-15,44717,12,fullbody,2,14.5,fullbody-12
2017-02-20,44717,12,fullbody,1,18.0,fullbody-12
2017-02-27,44717,12,fullbody,1,1.0,fullbody-12
2017-02-28,44717,12,fullbody,2,18.0,fullbody-12
2017-03-01,44717,12,fullbody,3,18.0,fullbody-12
2017-03-02,44717,12,fullbody,4,18.0,fullbody-12
2017-03-03,44717,12,fullbody,5,18.0,fullbody-12
2017-03-04,44717,12,fullbody,6,18.0,fullbody-12
2017-03-05,44717,12,fullbody,7,18.0,fullbody-12
2017-03-06,44717,12,fullbody,7,18.0,fullbody-12
2017-03-07,44717,12,fullbody,2,18.0,fullbody-12
2017-03-09,44717,12,fullbody,4,18.0,fullbody-12
2017-03-11,44717,12,fullbody,6,18.0,fullbody-12
2017-03-13,44717,12,fullbody,1,18.0,fullbody-12
2017-03-21,44717,12,fullbody,2,18.0,fullbody-12
2017-03-23,44717,12,fullbody,4,18.0,fullbody-12
2017-03-28,44717,12,fullbody,2,18.0,fullbody-12
2017-04-01,44717,12,fullbody,6,18.0,fullbody-12
2017-04-03,44717,12,fullbody,1,18.0,fullbody-12
2017-04-04,44717,12,fullbody,2,18.0,fullbody-12
2017-04-05,44717,12,fullbody,3,18.0,fullbody-12
2017-04-06,44717,12,fullbody,4,18.0,fullbody-12
2017-04-07,44717,12,fullbody,5,18.0,fullbody-12
2017-04-10,44717,12,fullbody,1,18.0,fullbody-12
2017-04-17,44717,12,fullbody,1,18.0,fullbody-12
2017-04-19,44717,12,fullbody,3,18.0,fullbody-12
2017-04-25,44717,12,fullbody,2,18.0,fullbody-12
2017-05-01,44717,12,fullbody,1,18.0,fullbody-12
2017-05-02,44717,12,fullbody,2,18.0,fullbody-12
2017-05-05,44717,12,fullbody,5,16.25,fullbody-12
2017-05-06,44717,12,fullbody,6,16.833333333333332,fullbody-12
2017-05-08,44717,12,fullbody,1,18.0,fullbody-12
2017-05-15,44717,12,fullbody,1,18.0,fullbody-12
2017-05-17,44717,12,fullbody,3,18.0,fullbody-12
2017-05-18,44717,12,fullbody,4,18.0,fullbody-12
2017-05-19,44717,12,fullbody,5,18.0,fullbody-12
2017-05-29,44717,12,fullbody,1,16.6,fullbody-12
2017-06-01,44717,12,fullbody,4,18.0,fullbody-12
2017-06-02,44717,12,fullbody,5,16.25,fullbody-12
2017-06-04,44717,12,fullbody,7,18.0,fullbody-12
2017-06-05,44717,12,fullbody,1,16.25,fullbody-12
2017-06-06,44717,12,fullbody,2,18.0,fullbody-12
2017-06-07,44717,12,fullbody,3,18.0,fullbody-12
2017-06-08,44717,12,fullbody,4,18.0,fullbody-12
2017-06-11,44717,12,fullbody,7,18.0,fullbody-12
2017-06-19,44717,12,fullbody,1,14.5,fullbody-12
2017-06-20,44717,12,fullbody,2,18.0,fullbody-12
2017-06-25,44717,12,fullbody,7,18.0,fullbody-12
2017-06-27,44717,12,fullbody,2,11.0,fullbody-12
2017-07-01,44717,12,fullbody,6,15.666666666666666,fullbody-12
2017-07-02,44717,12,fullbody,7,18.0,fullbody-12
2017-07-04,44717,12,fullbody,2,18.0,fullbody-12
2017-07-05,44717,12,fullbody,3,18.0,fullbody-12
2017-07-06,44717,12,fullbody,4,18.0,fullbody-12
2017-07-07,44717,12,fullbody,5,15.666666666666666,fullbody-12
2017-07-11,44717,12,fullbody,2,18.0,fullbody-12
2017-07-15,44717,12,fullbody,6,18.0,fullbody-12
2017-07-17,44717,12,fullbody,1,18.0,fullbody-12
2017-07-18,44717,12,fullbody,2,18.0,fullbody-12
2017-08-01,44717,12,fullbody,2,19.0,fullbody-12
2017-08-02,44717,12,fullbody,3,18.0,fullbody-12
2017-08-03,44717,12,fullbody,4,18.0,fullbody-12
2017-08-04,44717,12,fullbody,5,18.0,fullbody-12
2017-08-06,44717,12,fullbody,7,18.0,fullbody-12
2017-08-08,44717,12,fullbody,2,18.0,fullbody-12
2017-08-09,44717,12,fullbody,3,18.0,fullbody-12
2017-08-10,44717,12,fullbody,3,18.0,fullbody-12
2017-08-23,44717,12,fullbody,3,11.0,fullbody-12
2017-09-02,44717,12,fullbody,6,18.0,fullbody-12
2017-09-03,44717,12,fullbody,7,18.0,fullbody-12
2017-09-04,44717,12,fullbody,1,18.0,fullbody-12
2017-09-25,44717,12,fullbody,1,1.0,fullbody-12
2017-10-01,44717,12,fullbody,7,18.333333333333332,fullbody-12
2017-10-02,44717,12,fullbody,1,18.0,fullbody-12
2017-10-03,44717,12,fullbody,2,18.0,fullbody-12
2017-10-04,44717,12,fullbody,3,18.0,fullbody-12
2017-10-05,44717,12,fullbody,4,18.0,fullbody-12
2017-10-06,44717,12,fullbody,5,14.5,fullbody-12
2017-10-07,44717,12,fullbody,4,19.0,fullbody-12
2017-10-09,44717,12,fullbody,1,18.0,fullbody-12
2017-10-14,44717,12,fullbody,6,0.0,fullbody-12
2017-10-18,44717,12,fullbody,5,18.0,fullbody-12
2017-10-21,44717,12,fullbody,6,0.0,fullbody-12
2017-11-01,44717,12,fullbody,3,18.0,fullbody-12
2017-11-02,44717,12,fullbody,4,18.0,fullbody-12
2017-11-03,44717,12,fullbody,5,18.0,fullbody-12
2017-11-04,44717,12,fullbody,6,15.666666666666666,fullbody-12
2017-11-05,44717,12,fullbody,7,18.0,fullbody-12
2017-11-07,44717,12,fullbody,2,18.0,fullbody-12
2017-11-09,44717,12,fullbody,6,1.0,fullbody-12
2017-11-11,44717,12,fullbody,6,1.0,fullbody-12
2017-11-16,44717,12,fullbody,4,0.0,fullbody-12
2017-11-18,44717,12,fullbody,6,11.0,fullbody-12
2017-11-23,44717,12,fullbody,4,18.0,fullbody-12
2017-12-01,44717,12,fullbody,5,18.0,fullbody-12
2017-12-02,44717,12,fullbody,6,18.0,fullbody-12
2017-12-04,44717,12,fullbody,1,18.5,fullbody-12
2017-12-05,44717,12,fullbody,2,18.0,fullbody-12
2017-12-07,44717,12,fullbody,4,9.0,fullbody-12
2017-12-09,44717,12,fullbody,6,11.0,fullbody-12
2017-12-12,44717,12,fullbody,2,18.0,fullbody-12
2017-12-14,44717,12,fullbody,4,0.0,fullbody-12
2017-12-22,44717,12,fullbody,2,19.0,fullbody-12
2017-12-23,44717,12,fullbody,6,18.0,fullbody-12
2017-12-31,44717,12,fullbody,7,18.0,fullbody-12
2018-01-01,44717,12,fullbody,1,18.0,fullbody-12
2018-01-02,44717,12,fullbody,2,18.0,fullbody-12
2018-01-03,44717,12,fullbody,3,18.0,fullbody-12
2018-01-04,44717,12,fullbody,4,18.0,fullbody-12
2018-01-05,44717,12,fullbody,5,18.0,fullbody-12
2018-01-06,44717,12,fullbody,6,18.0,fullbody-12
2018-01-07,44717,12,fullbody,7,18.0,fullbody-12
2018-01-08,44717,12,fullbody,1,18.0,fullbody-12
2018-01-09,44717,12,fullbody,1,18.0,fullbody-12
2018-01-14,44717,12,fullbody,7,18.0,fullbody-12
2018-01-15,44717,12,fullbody,1,18.0,fullbody-12
2018-01-25,44717,12,fullbody,4,0.0,fullbody-12
2018-01-26,44717,12,fullbody,5,18.0,fullbody-12
2018-01-27,44717,12,fullbody,6,5.0,fullbody-12
2018-02-01,44717,12,fullbody,4,18.0,fullbody-12
2018-02-03,44717,12,fullbody,6,13.666666666666666,fullbody-12
2018-02-04,44717,12,fullbody,7,18.0,fullbody-12
2018-02-05,44717,12,fullbody,1,18.0,fullbody-12
2018-02-06,44717,12,fullbody,2,18.0,fullbody-12
2018-02-07,44717,12,fullbody,3,18.0,fullbody-12
2018-02-08,44717,12,fullbody,4,18.0,fullbody-12
2018-02-10,44717,12,fullbody,6,18.0,fullbody-12
2018-02-11,44717,12,fullbody,7,18.5,fullbody-12
2018-02-12,44717,12,fullbody,1,11.0,fullbody-12
2018-02-16,44717,12,fullbody,5,18.0,fullbody-12
2018-02-17,44717,12,fullbody,6,18.0,fullbody-12
2018-02-18,44717,12,fullbody,7,18.0,fullbody-12
2018-02-19,44717,12,fullbody,1,14.5,fullbody-12
2018-02-21,44717,12,fullbody,3,18.0,fullbody-12
2018-02-22,44717,12,fullbody,4,0.0,fullbody-12
2018-02-23,44717,12,fullbody,5,18.0,fullbody-12
2018-02-24,44717,12,fullbody,6,14.5,fullbody-12
2018-03-01,44717,12,fullbody,4,18.0,fullbody-12
2018-03-02,44717,12,fullbody,5,18.0,fullbody-12
2018-03-03,44717,12,fullbody,6,18.0,fullbody-12
2018-03-04,44717,12,fullbody,7,19.0,fullbody-12
2018-03-05,44717,12,fullbody,7,18.833333333333332,fullbody-12
2018-03-06,44717,12,fullbody,2,19.09090909090909,fullbody-12
2018-03-07,44717,12,fullbody,3,19.0,fullbody-12
2018-03-08,44717,12,fullbody,4,19.0,fullbody-12
2018-03-09,44717,12,fullbody,5,19.0,fullbody-12
2018-03-10,44717,12,fullbody,6,19.0,fullbody-12
2018-03-11,44717,12,fullbody,7,19.0,fullbody-12
2018-03-14,44717,12,fullbody,3,19.0,fullbody-12
2018-03-17,44717,12,fullbody,6,19.0,fullbody-12
2018-03-21,44717,12,fullbody,3,12.0,fullbody-12
2018-03-22,44717,12,fullbody,4,19.0,fullbody-12
2018-03-28,44717,12,fullbody,3,9.5,fullbody-12
2018-03-31,44717,12,fullbody,6,19.0,fullbody-12
2018-04-02,44717,12,fullbody,1,19.0,fullbody-12
2018-04-03,44717,12,fullbody,2,19.0,fullbody-12
2018-04-04,44717,12,fullbody,3,19.0,fullbody-12
2018-04-06,44717,12,fullbody,5,19.0,fullbody-12
2018-04-07,44717,12,fullbody,6,19.0,fullbody-12
2018-04-20,44717,12,fullbody,5,19.0,fullbody-12
2018-04-26,44717,12,fullbody,4,0.0,fullbody-12
2018-04-27,44717,12,fullbody,5,19.0,fullbody-12
2018-05-02,44717,12,fullbody,3,19.0,fullbody-12
2018-05-03,44717,12,fullbody,4,19.0,fullbody-12
2018-05-04,44717,12,fullbody,5,19.0,fullbody-12
2018-05-05,44717,12,fullbody,6,19.0,fullbody-12
2018-05-06,44717,12,fullbody,7,19.0,fullbody-12
2018-05-07,44717,12,fullbody,1,19.0,fullbody-12
2018-05-10,44717,12,fullbody,4,0.0,fullbody-12
2018-05-19,44717,12,fullbody,6,10.0,fullbody-12
2018-05-26,44717,12,fullbody,6,19.0,fullbody-12
2018-05-28,44717,12,fullbody,1,19.0,fullbody-12
2018-06-01,44717,12,fullbody,5,19.0,fullbody-12
2018-06-02,44717,12,fullbody,6,10.0,fullbody-12
2018-06-03,44717,12,fullbody,7,19.0,fullbody-12
2018-06-04,44717,12,fullbody,1,19.0,fullbody-12
2018-06-05,44717,12,fullbody,2,19.333333333333332,fullbody-12
2018-06-06,44717,12,fullbody,3,19.0,fullbody-12
2018-06-07,44717,12,fullbody,4,19.0,fullbody-12
2018-06-09,44717,12,fullbody,6,19.0,fullbody-12
2018-06-24,44717,12,fullbody,7,14.0,fullbody-12
2018-06-30,44717,12,fullbody,6,19.0,fullbody-12
2018-07-01,44717,12,fullbody,7,19.0,fullbody-12
2018-07-02,44717,12,fullbody,1,19.0,fullbody-12
2018-07-04,44717,12,fullbody,3,19.0,fullbody-12
2018-07-05,44717,12,fullbody,4,19.0,fullbody-12
2018-07-06,44717,12,fullbody,5,19.0,fullbody-12
2018-07-07,44717,12,fullbody,6,19.0,fullbody-12
2018-07-11,44717,12,fullbody,3,12.0,fullbody-12
2018-07-14,44717,12,fullbody,6,12.0,fullbody-12
2018-07-24,44717,12,fullbody,2,20.0,fullbody-12
2018-07-31,44717,12,fullbody,2,19.0,fullbody-12
2018-08-02,44717,12,fullbody,4,19.0,fullbody-12
2018-08-03,44717,12,fullbody,5,18.666666666666668,fullbody-12
2018-08-05,44717,12,fullbody,7,19.0,fullbody-12
2018-08-07,44717,12,fullbody,2,19.0,fullbody-12
2018-08-08,44717,12,fullbody,3,19.0,fullbody-12
2018-08-09,44717,12,fullbody,4,19.0,fullbody-12
2018-08-11,44717,12,fullbody,6,17.25,fullbody-12
2018-08-12,44717,12,fullbody,7,19.0,fullbody-12
2018-08-16,44717,12,fullbody,4,19.0,fullbody-12
2018-08-17,44717,12,fullbody,4,19.0,fullbody-12
2018-08-20,44717,12,fullbody,1,19.0,fullbody-12
2018-08-23,44717,12,fullbody,4,19.0,fullbody-12
2018-08-30,44717,12,fullbody,4,19.0,fullbody-12
2018-08-31,44717,12,fullbody,5,19.0,fullbody-12
2018-09-01,44717,12,fullbody,6,19.0,fullbody-12
2018-09-02,44717,12,fullbody,7,19.0,fullbody-12
2018-09-03,44717,12,fullbody,1,19.0,fullbody-12
2018-09-04,44717,12,fullbody,2,19.0,fullbody-12
2018-09-05,44717,12,fullbody,3,19.0,fullbody-12
2018-09-06,44717,12,fullbody,4,19.0,fullbody-12
2018-09-07,44717,12,fullbody,5,19.0,fullbody-12
2018-09-08,44717,12,fullbody,6,19.0,fullbody-12
2018-09-10,44717,12,fullbody,1,19.0,fullbody-12
2018-09-15,44717,12,fullbody,6,19.0,fullbody-12
2018-10-01,44717,12,fullbody,1,19.0,fullbody-12
2018-10-02,44717,12,fullbody,2,19.0,fullbody-12
2018-10-03,44717,12,fullbody,3,19.0,fullbody-12
2018-10-04,44717,12,fullbody,4,19.0,fullbody-12
2018-10-05,44717,12,fullbody,5,19.0,fullbody-12
2018-10-06,44717,12,fullbody,6,19.0,fullbody-12
2018-10-08,44717,12,fullbody,1,19.0,fullbody-12
2018-10-09,44717,12,fullbody,2,19.0,fullbody-12
2018-10-12,44717,12,fullbody,5,19.0,fullbody-12
2018-10-13,44717,12,fullbody,6,19.0,fullbody-12
2018-10-14,44717,12,fullbody,7,19.0,fullbody-12
2018-10-15,44717,12,fullbody,1,19.0,fullbody-12
2018-10-16,44717,12,fullbody,2,19.0,fullbody-12
2018-10-17,44717,12,fullbody,3,19.0,fullbody-12
2018-10-20,44717,12,fullbody,6,19.0,fullbody-12
2018-10-21,44717,12,fullbody,7,19.0,fullbody-12
2018-10-24,44717,12,fullbody,3,10.5,fullbody-12
2018-10-30,44717,12,fullbody,2,19.0,fullbody-12
2018-10-31,44717,12,fullbody,3,19.0,fullbody-12
2018-11-01,44717,12,fullbody,4,19.0,fullbody-12
2018-11-02,44717,12,fullbody,5,19.0,fullbody-12
2018-11-03,44717,12,fullbody,6,19.0,fullbody-12
2018-11-04,44717,12,fullbody,7,19.0,fullbody-12
2018-11-05,44717,12,fullbody,1,19.0,fullbody-12
2018-11-06,44717,12,fullbody,2,19.0,fullbody-12
2018-11-07,44717,12,fullbody,3,19.0,fullbody-12
2018-11-08,44717,12,fullbody,4,19.0,fullbody-12
2018-11-11,44717,12,fullbody,7,19.0,fullbody-12
2018-11-12,44717,12,fullbody,1,19.0,fullbody-12
2018-11-22,44717,12,fullbody,4,19.0,fullbody-12
2018-11-23,44717,12,fullbody,5,19.0,fullbody-12
2018-11-24,44717,12,fullbody,6,19.0,fullbody-12
2018-11-27,44717,12,fullbody,2,19.0,fullbody-12
2018-12-01,44717,12,fullbody,6,19.0,fullbody-12
2018-12-02,44717,12,fullbody,7,19.0,fullbody-12
2018-12-03,44717,12,fullbody,1,19.0,fullbody-12
2018-12-04,44717,12,fullbody,2,19.0,fullbody-12
2018-12-05,44717,12,fullbody,3,19.0,fullbody-12
2018-12-06,44717,12,fullbody,4,19.0,fullbody-12
2018-12-07,44717,12,fullbody,4,19.0,fullbody-12
2018-12-24,44717,12,fullbody,1,19.0,fullbody-12
2018-12-25,44717,12,fullbody,2,19.0,fullbody-12
2018-12-26,44717,12,fullbody,3,19.0,fullbody-12
2018-12-27,44717,12,fullbody,4,19.0,fullbody-12
2019-01-01,44717,12,fullbody,2,19.0,fullbody-12
2019-01-02,44717,12,fullbody,3,19.0,fullbody-12
2019-01-03,44717,12,fullbody,4,19.0,fullbody-12
2019-01-04,44717,12,fullbody,5,19.0,fullbody-12
2019-01-05,44717,12,fullbody,6,16.285714285714285,fullbody-12
2019-01-06,44717,12,fullbody,7,19.0,fullbody-12
2019-01-07,44717,12,fullbody,1,19.0,fullbody-12
2019-01-08,44717,12,fullbody,2,19.0,fullbody-12
2019-01-09,44717,12,fullbody,3,0.0,fullbody-12
2019-01-21,44717,12,fullbody,1,19.0,fullbody-12
2019-02-01,44717,12,fullbody,5,17.166666666666668,fullbody-12
2019-02-02,44717,12,fullbody,6,19.0,fullbody-12
2019-02-03,44717,12,fullbody,7,19.0,fullbody-12
2019-02-04,44717,12,fullbody,1,19.0,fullbody-12
2019-02-05,44717,12,fullbody,2,19.0,fullbody-12
2019-02-06,44717,12,fullbody,3,19.0,fullbody-12
2019-02-07,44717,12,fullbody,4,19.0,fullbody-12
2019-02-08,44717,12,fullbody,4,19.0,fullbody-12
2019-02-10,44717,12,fullbody,7,19.0,fullbody-12
2019-02-12,44717,12,fullbody,2,19.0,fullbody-12
2019-02-14,44717,12,fullbody,4,9.5,fullbody-12
2019-02-21,44717,12,fullbody,4,20.25,fullbody-12
2019-02-22,44717,12,fullbody,5,20.866666666666667,fullbody-12
2019-02-23,44717,12,fullbody,6,21.0,fullbody-12
2019-02-24,44717,12,fullbody,7,21.0,fullbody-12
2019-02-25,44717,12,fullbody,1,21.0,fullbody-12
2019-02-26,44717,12,fullbody,2,21.0,fullbody-12
2019-02-27,44717,12,fullbody,3,21.0,fullbody-12
2019-02-28,44717,12,fullbody,4,21.0,fullbody-12
2019-03-01,44717,12,fullbody,5,21.0,fullbody-12
2019-03-02,44717,12,fullbody,6,10.5,fullbody-12
2019-03-03,44717,12,fullbody,7,21.0,fullbody-12
2019-03-04,44717,12,fullbody,1,21.0,fullbody-12
2019-03-05,44717,12,fullbody,2,21.0,fullbody-12
2019-03-06,44717,12,fullbody,3,21.0,fullbody-12
2019-03-07,44717,12,fullbody,4,21.0,fullbody-12
2019-03-08,44717,12,fullbody,5,21.0,fullbody-12
2019-03-14,44717,12,fullbody,4,21.0,fullbody-12
2019-03-16,44717,12,fullbody,6,0.0,fullbody-12
2019-03-23,44717,12,fullbody,6,0.0,fullbody-12
2019-03-28,44717,12,fullbody,4,21.0,fullbody-12
2019-04-01,44717,12,fullbody,1,21.0,fullbody-12
2019-04-02,44717,12,fullbody,2,21.0,fullbody-12
2019-04-03,44717,12,fullbody,3,21.0,fullbody-12
2019-04-04,44717,12,fullbody,4,21.0,fullbody-12
2019-04-05,44717,12,fullbody,5,21.0,fullbody-12
2019-04-06,44717,12,fullbody,6,21.0,fullbody-12
2019-04-07,44717,12,fullbody,7,21.0,fullbody-12
2019-04-10,44717,12,fullbody,3,21.0,fullbody-12
2019-04-12,44717,12,fullbody,5,21.0,fullbody-12
2019-04-13,44717,12,fullbody,6,21.0,fullbody-12
2019-04-20,44717,12,fullbody,6,21.0,fullbody-12
2019-04-21,44717,12,fullbody,7,21.0,fullbody-12
2019-04-27,44717,12,fullbody,6,21.0,fullbody-12
2019-05-01,44717,12,fullbody,3,21.0,fullbody-12
2019-05-02,44717,12,fullbody,4,21.0,fullbody-12
2019-05-03,44717,12,fullbody,5,21.0,fullbody-12
2019-05-04,44717,12,fullbody,6,21.0,fullbody-12
2019-05-05,44717,12,fullbody,7,21.0,fullbody-12
2019-05-06,44717,12,fullbody,1,21.0,fullbody-12
2019-05-07,44717,12,fullbody,2,21.0,fullbody-12
2019-05-08,44717,12,fullbody,3,21.0,fullbody-12
2019-05-12,44717,12,fullbody,7,21.0,fullbody-12
2019-05-21,44717,12,fullbody,2,0.0,fullbody-12
2019-05-23,44717,12,fullbody,4,0.0,fullbody-12
2019-06-01,44717,12,fullbody,6,21.0,fullbody-12
2019-06-02,44717,12,fullbody,7,21.0,fullbody-12
2019-06-03,44717,12,fullbody,1,21.0,fullbody-12
2019-06-04,44717,12,fullbody,2,21.0,fullbody-12
2019-06-05,44717,12,fullbody,3,21.0,fullbody-12
2019-06-06,44717,12,fullbody,4,18.9,fullbody-12
2019-06-07,44717,12,fullbody,5,21.0,fullbody-12
2019-06-08,44717,12,fullbody,6,21.0,fullbody-12
2019-06-09,44717,12,fullbody,7,21.0,fullbody-12
2019-06-10,44717,12,fullbody,1,21.0,fullbody-12
2019-06-15,44717,12,fullbody,6,21.0,fullbody-12
2019-06-22,44717,12,fullbody,6,21.0,fullbody-12
2019-07-01,44717,12,fullbody,1,21.0,fullbody-12
2019-07-02,44717,12,fullbody,2,21.0,fullbody-12
2019-07-03,44717,12,fullbody,3,21.0,fullbody-12
2019-07-04,44717,12,fullbody,4,21.0,fullbody-12
2019-07-05,44717,12,fullbody,5,10.5,fullbody-12
2019-07-06,44717,12,fullbody,6,21.0,fullbody-12
2019-07-07,44717,12,fullbody,7,21.0,fullbody-12
2019-07-14,44717,12,fullbody,7,0.0,fullbody-12
2019-07-22,44717,12,fullbody,1,0.0,fullbody-12
2019-08-01,44717,12,fullbody,4,21.0,fullbody-12
2019-08-02,44717,12,fullbody,5,14.0,fullbody-12
2019-08-04,44717,12,fullbody,7,21.0,fullbody-12
2019-08-05,44717,12,fullbody,1,21.0,fullbody-12
2019-08-06,44717,12,fullbody,2,21.0,fullbody-12
2019-08-07,44717,12,fullbody,3,21.0,fullbody-12
2019-08-13,44717,12,fullbody,2,21.0,fullbody-12
2019-08-26,44717,12,fullbody,1,21.0,fullbody-12
2019-09-02,44717,12,fullbody,1,21.0,fullbody-12
2019-09-03,44717,12,fullbody,2,21.0,fullbody-12
