classid,classname
30383,fullbody
30012,fullbody
30358,fullbody
29945,fullbody
29873,fullbody
29789,fullbody
29527,fullbody
30267,fullbody
30379,fullbody
28765,fullbody
30421,nan
29175,fullbody
30268,fullbody
30065,fullbody
29836,fullbody
29780,fullbody
29528,fullbody
29737,training
29882,fullbody
30017,fullbody
30269,fullbody
29946,fullbody
29815,fullbody
30078,fullbody
30023,fullbody
30270,fullbody
29911,armsabs
30397,nan
30271,fullbody
30393,fullbody
29791,fullbody
29947,fullbody
29818,fullbody
30075,fullbody
30025,fullbody
30439,fullbody
29912,fullbody
30382,fullbody
30429,fullbody
29792,fullbody
30026,fullbody
30272,fullbody
29913,fullbody
30359,fullbody
29829,nan
30273,fullbody
30438,fullbody
30394,fullbody
30274,fullbody
30381,fullbody
30080,fullbody
29781,fullbody
30067,fullbody
30077,fullbody
30027,fullbody
29529,fullbody
30275,fullbody
29723,fullbody
30092,training
30079,fullbody
30028,fullbody
30276,fullbody
30093,training
29725,fullbody
30366,fullbody
30277,fullbody
29915,fullbody
30074,fullbody
30029,fullbody
29733,fullbody
30278,fullbody
29916,armsabs
29530,fullbody
30361,fullbody
30030,fullbody
29917,fullbody
29952,fullbody
29820,fullbody
30043,fullbody
29738,training
29843,fullbody
30308,training
29948,bunsguns
29782,fullbody
30279,fullbody
29531,fullbody
29726,fullbody
30329,training
29532,fullbody
30318,training
30330,training
29724,fullbody
29883,fullbody
30031,fullbody
30280,fullbody
30309,training
29821,fullbody
29914,fullbody
30408,fullbody
29741,fullbody
29793,fullbody
30331,training
29961,armsabs
29744,fullbody
30281,fullbody
29752,fullbody
29949,fullbody
30234,fullbody
29743,armsabs
29837,fullbody
29794,fullbody
30332,training
29834,fullbody
29745,fullbody
30282,fullbody
29950,fullbody
30045,fullbody
29753,fullbody
30126,fullbody
30412,nan
30032,fullbody
29839,fullbody
30296,fullbody
30071,fullbody
30283,fullbody
29951,fullbody
29824,fullbody
29835,fullbody
30046,fullbody
30231,fullbody
30413,nan
30033,fullbody
30297,fullbody
29850,armsabs
29838,armsabs
30333,training
30072,fullbody
29953,bunsguns
29825,fullbody
30232,fullbody
29746,bunsguns
29822,fullbody
30230,fullbody
29739,training
30284,fullbody
29840,fullbody
30050,fullbody
30328,training
30089,fullbody
29954,fullbody
30051,fullbody
29797,fullbody
29812,fullbody
29955,fullbody
29747,fullbody
30310,training
30124,fullbody
30319,training
30073,fullbody
30106,training
30387,armsabs
29802,bunsguns
30311,training
30334,training
30495,nan
29960,armsabs
29751,fullbody
29956,fullbody
29748,fullbody
29798,fullbody
30107,training
30335,training
29830,fullbody
30048,fullbody
30285,fullbody
29749,fullbody
29823,fullbody
30235,fullbody
29957,fullbody
30127,fullbody
29799,fullbody
29831,fullbody
30069,fullbody
30108,training
30172,armsabs
29832,fullbody
30233,fullbody
30286,fullbody
29958,fullbody
30128,fullbody
30034,fullbody
29842,armsabs
29800,fullbody
30068,fullbody
29918,bunsguns
29959,fullbody
29833,fullbody
30287,fullbody
30054,fullbody
30298,fullbody
29801,fullbody
29851,fullbody
29962,fullbody
30236,fullbody
30035,fullbody
30288,fullbody
30336,training
30083,beginner
29750,fullbody
30110,fullbody
30056,fullbody
30299,fullbody
29803,fullbody
30337,training
29742,fullbody
30111,fullbody
30122,fullbody
30320,training
30362,fullbody
30338,training
30321,training
30090,fullbody
30339,training
30479,fullbody
30289,fullbody
30123,fullbody
30091,fullbody
30465,fullbody
30129,fullbody
30414,nan
30187,fullbody
30290,armsabs
29963,fullbody
30451,fullbody
30109,training
30130,fullbody
30049,fullbody
30131,fullbody
30291,armsabs
30143,fullbody
29855,fullbody
30340,training
30188,fullbody
30191,fullbody
30430,nan
30482,armsabs
29813,fullbody
30132,armsabs
29919,fullbody
30452,fullbody
30411,fullbody
30410,fullbody
30192,fullbody
30322,training
29982,fullbody
30490,nan
29920,fullbody
30492,training
29964,fullbody
29763,fullbody
29968,fullbody
30193,fullbody
30134,fullbody
29852,fullbody
30493,training
29966,fullbody
29764,fullbody
29921,fullbody
30194,fullbody
29804,fullbody
30312,training
30373,training
30497,fullbody
30196,fullbody
29805,fullbody
29888,fullbody
29841,fullbody
30195,fullbody
29922,fullbody
30431,nan
30249,armsabs
30377,fullbody
30374,training
30498,nan
30197,fullbody
30300,fullbody
30250,fullbody
30036,fullbody
30147,fullbody
30313,training
29844,fullbody
30136,fullbody
30198,fullbody
29853,fullbody
30301,fullbody
30166,fullbody
30169,fullbody
29970,fullbody
30112,training
30481,fullbody
29854,armsabs
30150,fullbody
29971,armsabs
29974,fullbody
29765,fullbody
30440,training
30086,fullbody
30113,training
30503,nan
30341,training
30114,training
29766,armsabs
30085,fullbody
30138,fullbody
30416,nan
30125,fullbody
29890,fullbody
30375,training
29978,armsabs
30094,fullbody
30199,fullbody
29814,fullbody
30140,fullbody
30417,nan
30292,fullbody
30539,fullbody
30517,fullbody
30453,fullbody
30515,fullbody
30516,fullbody
30200,fullbody
30471,nan
29889,fullbody
30242,fullbody
29845,fullbody
30133,fullbody
30500,fullbody
29980,fullbody
30202,fullbody
30477,nan
30418,nan
30204,fullbody
30141,fullbody
29981,fullbody
29809,fullbody
30314,training
30205,fullbody
30142,fullbody
29985,fullbody
30037,fullbody
30206,fullbody
29769,fullbody
29846,fullbody
30504,nan
30507,nan
30506,nan
29808,fullbody
30400,fullbody
30494,training
29768,fullbody
29988,fullbody
30207,fullbody
29923,fullbody
30432,nan
29891,armsabs
30180,fullbody
29806,fullbody
29848,fullbody
29991,fullbody
30401,fullbody
29767,fullbody
30208,fullbody
30144,fullbody
30419,nan
30483,fullbody
29892,fullbody
30251,fullbody
30153,fullbody
30052,fullbody
30181,fullbody
29807,fullbody
29849,fullbody
30420,nan
30398,fullbody
30454,fullbody
30155,fullbody
30146,fullbody
30528,fullbody
30009,fullbody
30066,fullbody
30529,fullbody
30469,nan
30388,armsabs
30209,fullbody
30455,fullbody
29773,armsabs
30389,fullbody
30496,nan
30210,fullbody
30010,fullbody
30544,nan
30546,nan
30518,fullbody
30509,fullbody
30456,fullbody
30491,fullbody
30211,fullbody
30053,fullbody
30011,fullbody
30103,fullbody
30148,fullbody
30203,fullbody
30212,fullbody
30183,fullbody
30038,fullbody
29894,fullbody
30547,fullbody
29770,fullbody
30013,fullbody
29924,bunsguns
30161,fullbody
30548,fullbody
29826,30minexpress
30151,fullbody
30213,fullbody
30157,fullbody
30457,armsabs
30243,fullbody
29975,fullbody
30342,training
30343,training
30557,nan
30165,fullbody
30538,fullbody
29973,fullbody
29827,fullbody
30422,nan
30137,fullbody
29895,fullbody
30163,fullbody
30014,fullbody
30486,fullbody
30402,fullbody
30405,fullbody
30484,fullbody
29893,fullbody
30511,fullbody
30087,fullbody
30304,fullbody
30427,nan
30385,training
30384,training
30554,fullbody
30552,beginner
30409,fullbody
30458,fullbody
30182,fullbody
30323,training
29976,fullbody
30344,training
30555,fullbody
30553,fullbody
30115,training
30214,fullbody
30015,bunsguns
29771,bunsguns
30423,nan
30376,training
29899,fullbody
30229,armsabs
30215,fullbody
30424,nan
29977,fullbody
30510,fullbody
30527,fullbody
30513,fullbody
30519,fullbody
30216,fullbody
30459,fullbody
30499,fullbody
30246,fullbody
29936,fullbody
30244,fullbody
30472,nan
30217,fullbody
30070,fullbody
30478,nan
30218,fullbody
30167,fullbody
29983,fullbody
30152,fullbody
30524,fullbody
30016,fullbody
29775,fullbody
30315,training
30219,fullbody
30525,fullbody
30425,nan
30039,fullbody
30076,fullbody
29937,fullbody
29774,fullbody
30171,fullbody
30220,fullbody
30158,fullbody
30018,fullbody
30367,fullbody
30460,fullbody
30245,fullbody
30184,fullbody
30345,training
30346,training
30173,fullbody
30316,training
30293,fullbody
30545,training
29897,fullbody
29896,fullbody
30562,fullbody
30139,fullbody
29938,fullbody
30433,nan
30485,fullbody
29898,fullbody
30512,fullbody
29986,armsabs
29810,fullbody
30019,fullbody
29776,fullbody
29939,armsabs
30441,training
30399,fullbody
30099,fullbody
29989,fullbody
30536,training
30174,fullbody
30461,fullbody
30558,training
30221,fullbody
30160,fullbody
30081,fullbody
29900,armsabs
30237,fullbody
29925,fullbody
29861,fullbody
30238,fullbody
30434,nan
30175,fullbody
29990,fullbody
30222,fullbody
30082,fullbody
29926,fullbody
30462,fullbody
30247,fullbody
30223,fullbody
29901,fullbody
30084,fullbody
29777,fullbody
30020,fullbody
30176,fullbody
30224,fullbody
29904,fullbody
30390,fullbody
30021,bunsguns
30436,nan
30435,training
30248,fullbody
30185,fullbody
30177,fullbody
30225,fullbody
30302,fullbody
30178,fullbody
30040,fullbody
30201,fullbody
29993,fullbody
30403,fullbody
30022,fullbody
30097,fullbody
30226,fullbody
29902,fullbody
30303,fullbody
30253,fullbody
29811,fullbody
30437,nan
30024,fullbody
30404,fullbody
30473,nan
29778,fullbody
29940,fullbody
30426,nan
30537,training
29987,armsabs
29874,fullbody
30227,armsabs
29979,fullbody
29875,fullbody
30228,fullbody
30415,nan
29795,fullbody
29941,fullbody
30488,fullbody
30533,training
30347,training
30463,armsabs
30531,nan
30348,training
30324,training
30534,training
30326,training
30179,fullbody
30584,fullbody
30294,fullbody
30349,training
30350,training
30317,training
30351,training
30116,training
30352,training
30159,fullbody
30041,fullbody
30117,training
30186,fullbody
30588,nan
30474,nan
30475,nan
30353,training
30560,fullbody
30464,fullbody
30532,nan
30354,training
30442,training
30327,training
30395,fullbody
30325,training
30501,fullbody
29816,advanced
30476,nan
30355,training
30356,training
29927,fullbody
30470,nan
30540,fullbody
30595,fullbody
30541,fullbody
30571,nan
30556,fullbody
30596,nan
30559,fullbody
30535,nan
30466,fullbody
30368,fullbody
30502,fullbody
30563,fullbody
29862,fullbody
30170,fullbody
29928,fullbody
30585,fullbody
30593,fullbody
29929,fullbody
30600,nan
29930,fullbody
30520,fullbody
30576,fullbody
30550,beginner
29967,fullbody
30551,fullbody
30369,fullbody
30467,fullbody
30577,fullbody
30530,nan
30102,fullbody
30254,fullbody
30514,fullbody
29931,fullbody
29864,fullbody
30521,fullbody
30578,fullbody
30604,nan
30549,beginner
30162,fullbody
29847,fullbody
30370,fullbody
30104,fullbody
30619,nan
30597,nan
30618,fullbody
30579,fullbody
30572,fullbody
30580,fullbody
30149,fullbody
30443,training
29932,fullbody
29969,fullbody
29998,fullbody
30480,fullbody
30573,fullbody
30522,fullbody
30564,fullbody
30639,fullbody
30574,fullbody
30637,armsabs
30575,fullbody
30601,fullbody
30609,fullbody
30542,fullbody
30543,fullbody
30581,fullbody
29999,fullbody
29772,fullbody
30592,nan
30650,fullbody
30044,fullbody
30625,fullbody
30587,fullbody
30647,fullbody
30100,fullbody
29972,fullbody
30391,training
30428,nan
30392,training
30255,fullbody
30371,fullbody
30508,fullbody
30468,fullbody
30586,fullbody
30505,fullbody
30444,training
30606,fullbody
29863,fullbody
30633,fullbody
30565,fullbody
30582,fullbody
30611,fullbody
30568,fullbody
30659,fullbody
30671,fullbody
30656,fullbody
30406,fullbody
30569,fullbody
30523,armsabs
30620,fullbody
30651,fullbody
30626,training
30448,training
30605,fullbody
30121,fullbody
30120,training
30610,fullbody
30570,fullbody
30634,fullbody
30526,fullbody
30709,fullbody
30396,fullbody
30706,armsabs
30707,fullbody
30708,fullbody
30096,fullbody
30614,fullbody
30641,fullbody
30663,fullbody
30638,fullbody
30700,fullbody
30164,fullbody
30692,fullbody
30623,fullbody
30839,fullbody
30677,nan
30714,nan
30624,fullbody
30598,fullbody
30701,armsabs
30720,nan
30710,fullbody
30648,fullbody
30589,fullbody
30095,fullbody
30652,fullbody
30682,nan
30594,fullbody
30718,fullbody
30241,fullbody
30088,fullbody
30672,nan
30737,fullbody
30719,nan
30670,fullbody
30684,nan
30645,armsabs
30712,fullbody
30654,fullbody
30838,fullbody
30693,fullbody
30674,fullbody
30602,fullbody
30655,fullbody
30678,nan
30702,armsabs
30715,nan
30583,fullbody
30612,fullbody
30627,training
30156,fullbody
30726,fullbody
30805,fullbody
30725,fullbody
30445,training
30703,fullbody
30685,nan
29865,fullbody
30764,fullbody
30679,nan
30694,fullbody
30772,nan
30717,fullbody
30673,nan
30771,fullbody
30721,nan
30711,fullbody
30487,fullbody
30168,fullbody
29984,fullbody
30449,training
30705,fullbody
30704,fullbody
30777,fullbody
30686,nan
30786,fullbody
30001,fullbody
30640,fullbody
30695,fullbody
30787,fullbody
30646,fullbody
30696,fullbody
30802,fullbody
30676,nan
30774,fullbody
30680,fullbody
30809,nan
30740,nan
30806,fullbody
30788,fullbody
30716,nan
30722,nan
30775,fullbody
30669,fullbody
30803,fullbody
30687,nan
30653,fullbody
30446,training
30789,fullbody
30688,nan
30002,fullbody
30642,fullbody
30665,fullbody
30804,fullbody
30790,fullbody
30635,fullbody
30607,fullbody
30658,fullbody
30681,nan
30666,fullbody
30697,fullbody
30713,fullbody
30599,fullbody
30791,fullbody
30853,nan
30699,nan
30727,fullbody
30668,fullbody
30628,training
30447,training
30778,nan
29903,fullbody
30751,fullbody
29866,fullbody
30145,fullbody
30615,fullbody
30118,fullbody
30489,fullbody
30566,fullbody
30657,fullbody
30792,fullbody
30567,fullbody
30622,fullbody
30644,armsabs
30621,fullbody
30689,nan
30862,nan
30926,nan
30450,training
30793,fullbody
30698,fullbody
30189,fullbody
30683,nan
30779,nan
30794,fullbody
30190,fullbody
30780,nan
30952,nan
30776,nan
30690,nan
30667,fullbody
30616,fullbody
30617,fullbody
30613,fullbody
31105,fullbody
30660,fullbody
30795,fullbody
31220,fullbody
30661,fullbody
30741,training
30773,fullbody
30962,fullbody
30785,fullbody
30979,nan
30886,fullbody
30807,fullbody
29965,fullbody
30840,fullbody
30796,fullbody
30841,fullbody
30629,training
30812,fullbody
30240,fullbody
30845,training
30662,fullbody
30664,fullbody
30890,fullbody
30846,training
30797,fullbody
30889,fullbody
30798,fullbody
30887,fullbody
30854,fullbody
31171,nan
30866,fullbody
30799,fullbody
31021,nan
31024,nan
30723,nan
30742,training
30895,fullbody
30105,fullbody
31260,fullbody
30814,fullbody
30843,fullbody
30820,fullbody
30847,training
30743,training
30407,fullbody
30800,fullbody
31172,nan
30744,training
30608,fullbody
30636,fullbody
31285,fullbody
30101,bunsguns
30801,fullbody
31316,fullbody
30855,fullbody
30649,fullbody
30590,fullbody
30815,fullbody
30891,fullbody
30781,nan
30813,fullbody
30817,fullbody
31197,fullbody
30848,training
31330,fullbody
30782,nan
30892,fullbody
30003,fullbody
31318,fullbody
31319,fullbody
31331,fullbody
31272,training
31264,fullbody
30810,fullbody
30856,fullbody
30953,nan
30724,nan
31408,nan
30857,fullbody
30842,fullbody
30135,fullbody
31328,training
30844,fullbody
30849,training
31335,fullbody
31338,fullbody
30004,fullbody
31265,fullbody
30811,fullbody
31336,fullbody
30745,training
30808,fullbody
30957,fullbody
31320,fullbody
31337,beginner
31339,fullbody
31332,fullbody
31266,fullbody
31325,fullbody
31377,fullbody
31333,nan
31344,nan
31340,fullbody
31267,fullbody
30850,training
30630,training
30851,training
31341,fullbody
31132,fullbody
31342,fullbody
30822,fullbody
31133,armsabs
31343,fullbody
30691,nan
30824,armsabs
31351,fullbody
31231,fullbody
30305,fullbody
31137,fullbody
30893,fullbody
31345,fullbody
31378,fullbody
31321,fullbody
30835,fullbody
31346,fullbody
30746,training
31274,training
30747,training
31275,training
31279,fullbody
31347,fullbody
30603,fullbody
30675,fullbody
31349,fullbody
30591,fullbody
30119,fullbody
30827,armsabs
30894,fullbody
31348,fullbody
31134,fullbody
31350,fullbody
31136,fullbody
31268,fullbody
30852,training
30858,fullbody
30860,training
30859,fullbody
30631,training
30861,training
30783,nan
31353,fullbody
30784,fullbody
30888,fullbody
31317,fullbody
30748,training
31354,fullbody
31355,fullbody
31262,fullbody
31367,fullbody
31416,fullbody
31356,fullbody
31263,fullbody
31352,fullbody
31261,fullbody
30937,fullbody
30864,fullbody
31357,fullbody
31269,fullbody
30865,fullbody
31358,fullbody
31406,nan
30898,fullbody
31073,fullbody
31371,fullbody
31213,fullbody
30938,fullbody
31076,fullbody
31074,fullbody
31372,fullbody
30863,fullbody
31078,fullbody
31075,30minexpress
31198,fullbody
30816,fullbody
30939,fullbody
31151,fullbody
31373,nan
31280,fullbody
31221,fullbody
31081,nan
31359,fullbody
30728,fullbody
31199,fullbody
31222,fullbody
31307,fullbody
31035,fullbody
31093,fullbody
30729,fullbody
31077,fullbody
31270,fullbody
31360,fullbody
31281,nan
31183,fullbody
30981,fullbody
30980,armsabs
31427,nan
30749,training
31361,fullbody
30731,fullbody
30975,fullbody
31185,fullbody
31282,fullbody
31079,fullbody
31362,fullbody
31096,armsabs
30730,fullbody
30896,fullbody
30821,fullbody
31283,nan
31033,fullbody
31080,fullbody
31041,fullbody
30940,fullbody
31102,fullbody
31004,fullbody
31025,fullbody
30897,fullbody
30924,fullbody
31034,fullbody
30750,training
30733,fullbody
30867,armsabs
31082,fullbody
31379,fullbody
31428,nan
31048,fullbody
31225,fullbody
31363,fullbody
31308,fullbody
31201,fullbody
31083,fullbody
31370,fullbody
30963,fullbody
31152,fullbody
30819,fullbody
30736,fullbody
30899,fullbody
30936,fullbody
30997,fullbody
31139,fullbody
30964,fullbody
31154,fullbody
31230,fullbody
31085,fullbody
31050,fullbody
31309,fullbody
30738,fullbody
31108,fullbody
30900,advanced
31232,fullbody
31086,fullbody
30903,advanced
31284,fullbody
30973,fullbody
30739,fullbody
31364,fullbody
31040,fullbody
31187,fullbody
31200,fullbody
31234,fullbody
31087,fullbody
31310,fullbody
31051,fullbody
30941,fullbody
31036,fullbody
31236,fullbody
31052,armsabs
31109,fullbody
30978,fullbody
31141,nan
30999,fullbody
31432,nan
31088,30minexpress
31365,fullbody
31053,nan
31189,fullbody
31286,fullbody
30901,fullbody
31089,fullbody
31235,armsabs
31202,bunsguns
31366,fullbody
31402,fullbody
30868,fullbody
31037,fullbody
31091,fullbody
30925,bunsguns
31054,fullbody
31006,fullbody
31038,fullbody
31092,fullbody
31273,fullbody
31203,fullbody
30632,training
31111,nan
31190,fullbody
30734,fullbody
30904,fullbody
31095,fullbody
31374,fullbody
30965,armsabs
31498,fullbody
31214,fullbody
31045,fullbody
31057,nan
31237,fullbody
31127,fullbody
31191,fullbody
31046,fullbody
31375,fullbody
31144,fullbody
31238,fullbody
30966,fullbody
31121,fullbody
30907,bunsguns
31407,fullbody
31204,fullbody
31147,fullbody
30828,fullbody
30752,fullbody
31376,fullbody
31097,fullbody
31287,fullbody
31158,fullbody
30942,fullbody
30982,fullbody
31288,fullbody
31239,fullbody
31311,fullbody
31058,fullbody
31042,armsabs
31155,fullbody
31324,fullbody
31130,fullbody
30826,fullbody
30983,fullbody
31326,nan
31044,30minexpress
31465,nan
31192,fullbody
31289,fullbody
31099,fullbody
30984,fullbody
31131,fullbody
31059,nan
30823,fullbody
31403,fullbody
31224,fullbody
30905,fullbody
31429,nan
31205,fullbody
30985,fullbody
31060,fullbody
30967,armsabs
31005,fullbody
30977,fullbody
31290,nan
30825,armsabs
30906,fullbody
31276,fullbody
30968,fullbody
30735,fullbody
31277,fullbody
30976,fullbody
30986,fullbody
31100,fullbody
31240,nan
31062,nan
30908,fullbody
30987,fullbody
31241,fullbody
31101,fullbody
31148,fullbody
30753,fullbody
31143,fullbody
31206,fullbody
31135,nan
31103,fullbody
31242,fullbody
31368,fullbody
30969,fullbody
30754,fullbody
31278,fullbody
31464,fullbody
31294,fullbody
31243,bunsguns
31291,fullbody
31387,fullbody
30909,fullbody
31244,fullbody
31061,fullbody
31138,fullbody
30970,fullbody
30943,fullbody
31063,fullbody
31312,fullbody
31245,fullbody
30988,fullbody
31405,fullbody
30755,fullbody
31292,fullbody
31104,bunsguns
30989,fullbody
31323,fullbody
31140,fullbody
30761,nan
31293,nan
30829,fullbody
31414,fullbody
31047,fullbody
31415,nan
31164,fullbody
31055,fullbody
31246,armsabs
31193,fullbody
31295,fullbody
30910,fullbody
31369,fullbody
31064,armsabs
31207,fullbody
30971,fullbody
31149,fullbody
31419,fullbody
30911,fullbody
30927,fullbody
30944,fullbody
31247,fullbody
30869,fullbody
30990,bunsguns
31142,fullbody
31418,fullbody
30912,fullbody
30914,fullbody
30945,fullbody
31049,fullbody
31065,fullbody
31313,fullbody
30870,fullbody
30991,fullbody
30830,fullbody
31145,fullbody
31417,fullbody
30913,fullbody
30946,fullbody
31442,fullbody
30831,fullbody
31066,nan
31296,fullbody
31184,fullbody
31146,armsabs
30992,fullbody
30947,fullbody
31433,fullbody
31452,fullbody
31150,fullbody
31386,fullbody
31314,fullbody
31297,fullbody
31067,fullbody
31194,fullbody
31322,fullbody
30756,bunsguns
30874,fullbody
30915,fullbody
30948,fullbody
31177,fullbody
31248,bunsguns
30873,fullbody
31298,nan
30916,fullbody
30917,fullbody
30949,fullbody
31161,fullbody
30757,fullbody
30871,fullbody
31106,fullbody
31160,fullbody
30918,fullbody
31170,fullbody
31056,fullbody
31210,fullbody
30758,fullbody
30872,fullbody
31107,fullbody
30832,fullbody
30993,armsabs
31163,fullbody
31249,fullbody
30759,fullbody
31434,fullbody
31195,fullbody
31299,nan
30833,fullbody
31168,fullbody
30760,fullbody
30972,fullbody
31385,fullbody
31471,fullbody
31209,fullbody
30974,fullbody
31453,fullbody
31156,beginner
31388,training
31068,nan
31173,fullbody
30875,fullbody
31389,training
30834,fullbody
31271,fullbody
31175,fullbody
30876,fullbody
31300,fullbody
31029,nan
31071,fullbody
30763,fullbody
30836,fullbody
30878,fullbody
30919,fullbody
31090,fullbody
31023,fullbody
31208,fullbody
30882,fullbody
31301,fullbody
30765,fullbody
31072,fullbody
30877,fullbody
31094,armsabs
31153,fullbody
31251,advanced
31022,fullbody
30883,fullbody
30837,fullbody
31327,fullbody
31422,fullbody
30995,fullbody
31404,fullbody
31480,fullbody
31182,fullbody
30950,fullbody
31256,fullbody
31174,nan
31384,fullbody
30921,fullbody
31467,fullbody
31098,fullbody
30884,fullbody
31423,fullbody
30762,fullbody
31450,fullbody
31476,fullbody
31252,fullbody
31027,fullbody
31162,fullbody
31302,nan
31110,fullbody
31217,fullbody
31399,fullbody
31069,advanced
31329,fullbody
31451,fullbody
31424,fullbody
30951,fullbody
31436,armsabs
31431,fullbody
31477,fullbody
31253,fullbody
31474,armsabs
31425,fullbody
31254,bunsguns
31166,fullbody
31028,fullbody
31178,fullbody
31084,fullbody
30885,fullbody
31481,armsabs
31426,fullbody
31400,fullbody
31483,fullbody
31250,fullbody
31401,fullbody
31458,nan
31315,fullbody
31460,nan
31255,fullbody
31030,fullbody
31412,armsabs
31468,fullbody
31413,fullbody
31305,fullbody
30920,fullbody
30935,fullbody
31031,fullbody
31462,nan
30766,fullbody
31303,fullbody
30922,fullbody
31032,fullbody
30767,fullbody
31304,fullbody
30994,fullbody
31196,fullbody
31435,armsabs
31227,fullbody
31478,nan
31125,30minexpress
31157,fullbody
31112,fullbody
30996,beginner
31306,fullbody
31484,fullbody
31039,armsabs
31390,training
31411,armsabs
30954,fullbody
31469,fullbody
30923,fullbody
31043,nan
30732,fullbody
31430,fullbody
31167,fullbody
31456,fullbody
30955,fullbody
30818,fullbody
31409,fullbody
30956,fullbody
31393,training
31126,30minexpress
31007,fullbody
31008,fullbody
30879,fullbody
31470,fullbody
31259,fullbody
30880,fullbody
31215,fullbody
30881,fullbody
31188,armsabs
31381,fullbody
31169,nan
31394,training
31463,fullbody
31502,fullbody
31535,nan
31382,fullbody
31475,nan
31383,fullbody
31459,fullbody
31114,fullbody
31553,fullbody
31466,fullbody
31410,fullbody
31509,fullbody
31527,fullbody
31557,fullbody
31395,training
31396,training
31445,fullbody
31009,fullbody
31499,fullbody
31446,fullbody
31229,fullbody
30929,fullbody
31447,fullbody
31391,training
31258,fullbody
31334,fullbody
31014,armsabs
31501,fullbody
31479,nan
31500,nan
30998,fullbody
31578,fullbody
31070,advanced
30958,fullbody
31226,fullbody
31579,fullbody
30959,fullbody
31211,fullbody
31510,training
31113,bunsguns
31537,fullbody
31488,fullbody
31581,nan
31437,fullbody
31538,fullbody
30960,fullbody
31489,fullbody
31511,training
31212,fullbody
30961,fullbody
31115,fullbody
31440,fullbody
31397,training
31485,fullbody
31176,fullbody
31398,training
31180,fullbody
31186,fullbody
31490,fullbody
31000,fullbody
31181,fullbody
31539,fullbody
31116,fullbody
31001,fullbody
31513,fullbody
31540,fullbody
31117,fullbody
31512,training
31542,fullbody
31529,training
31543,fullbody
31569,fullbody
31128,30minexpress
31565,fullbody
31544,fullbody
31026,fullbody
31491,fullbody
31536,fullbody
31441,fullbody
31595,fullbody
31482,fullbody
31179,fullbody
31492,fullbody
31392,training
31585,fullbody
31517,training
31503,fullbody
31541,fullbody
31594,fullbody
31582,fullbody
31486,fullbody
30928,fullbody
31593,nan
31570,fullbody
31487,fullbody
31571,fullbody
31454,advanced
31589,fullbody
30930,fullbody
31505,fullbody
31564,fullbody
31493,fullbody
31545,fullbody
31572,fullbody
31129,30minexpress
31586,fullbody
31420,fullbody
31002,fullbody
31421,fullbody
30931,fullbody
31504,fullbody
31003,fullbody
31562,fullbody
31516,fullbody
31472,fullbody
31438,fullbody
31514,training
31518,training
31552,fullbody
31528,training
31590,fullbody
31591,fullbody
31546,fullbody
31573,fullbody
31583,fullbody
31574,fullbody
31461,fullbody
31566,fullbody
31612,fullbody
31119,fullbody
31568,fullbody
31597,armsabs
31603,training
31494,training
31567,fullbody
31120,fullbody
31580,fullbody
31515,training
31010,fullbody
30934,fullbody
31558,fullbody
31561,fullbody
31439,fullbody
31018,fullbody
31449,fullbody
31592,fullbody
31443,fullbody
31559,fullbody
31598,fullbody
31019,fullbody
31519,training
31560,fullbody
31587,nan
30932,fullbody
31563,nan
31530,training
31551,fullbody
31011,fullbody
31609,fullbody
31554,armsabs
31218,fullbody
31159,fullbody
31555,fullbody
31556,fullbody
30768,fullbody
31520,training
31602,armsabs
31521,training
31622,nan
31611,fullbody
30933,fullbody
30770,fullbody
31122,fullbody
31012,fullbody
31547,fullbody
31123,fullbody
31013,armsabs
31548,fullbody
31610,fullbody
31549,fullbody
31600,fullbody
31550,fullbody
31531,training
31604,training
31495,training
31596,fullbody
31532,training
31533,training
31646,armsabs
31607,nan
31599,fullbody
31618,fullbody
31523,training
31631,fullbody
31124,fullbody
31216,fullbody
31626,nan
31525,training
31629,fullbody
31627,fullbody
31621,fullbody
31623,nan
31640,training
31682,nan
31608,nan
31457,fullbody
31228,fullbody
31526,training
31601,fullbody
31615,fullbody
31522,fullbody
31015,fullbody
31524,fullbody
31534,training
31681,nan
31584,fullbody
31753,nan
31165,fullbody
31380,fullbody
31921,fullbody
32025,fullbody
31676,fullbody
31683,nan
31672,fullbody
32015,fullbody
31223,fullbody
32033,fullbody
31791,fullbody
31792,armsabs
31448,fullbody
31793,fullbody
31016,fullbody
31588,fullbody
31794,fullbody
31795,bunsguns
31017,fullbody
31616,fullbody
31673,fullbody
31654,fullbody
31796,fullbody
31798,fullbody
31506,fullbody
31233,fullbody
31799,bunsguns
31507,fullbody
31800,fullbody
31620,fullbody
30769,fullbody
31575,fullbody
31801,fullbody
31576,fullbody
31630,armsabs
31802,fullbody
32052,nan
31577,fullbody
32055,fullbody
31619,fullbody
31613,fullbody
31614,fullbody
31624,nan
31257,advanced
31803,fullbody
31804,fullbody
32048,fullbody
32049,fullbody
32050,fullbody
31797,fullbody
31805,fullbody
31508,fullbody
31806,fullbody
31605,training
31496,training
32044,nan
31808,armsabs
31810,fullbody
31811,fullbody
32152,fullbody
31812,fullbody
32057,fullbody
31813,fullbody
31814,fullbody
31628,nan
31455,advanced
31816,fullbody
32202,fullbody
32086,30minexpress
32073,fullbody
31020,fullbody
31617,fullbody
31219,fullbody
31819,fullbody
31625,nan
31820,armsabs
31473,fullbody
31838,fullbody
31807,bunsguns
